Subject,Country,Year,CPI
CPI: 07 - Transport,Slovenia,2022,112.6392
CPI: 09 - Recreation and culture,Norway,2015,100.0
CPI: 09 - Recreation and culture,Norway,2016,104.475
CPI: 09 - Recreation and culture,Norway,2017,107.4083
CPI: 09 - Recreation and culture,Norway,2018,109.9833
CPI: 09 - Recreation and culture,Norway,2019,113.2167
CPI: 09 - Recreation and culture,Norway,2020,116.95
CPI: 09 - Recreation and culture,Norway,2021,120.6167
CPI: 09 - Recreation and culture,Norway,2022,125.5333
CPI: 07 - Transport,United States,2015,100.0
CPI: 07 - Transport,United States,2016,96.36594
CPI: 07 - Transport,United States,2017,98.89544
CPI: 07 - Transport,United States,2018,102.8629
CPI: 07 - Transport,United States,2019,102.3885
CPI: 07 - Transport,United States,2020,98.03607
CPI: 07 - Transport,United States,2021,113.5301
CPI: 07 - Transport,United States,2022,132.3869
CPI: 07 - Transport,Slovak Republic,2015,100.0
CPI: 07 - Transport,Slovak Republic,2016,97.53691
CPI: 07 - Transport,Slovak Republic,2017,101.4289
CPI: 07 - Transport,Slovak Republic,2018,106.1305
CPI: 07 - Transport,Slovak Republic,2019,105.4569
CPI: 07 - Transport,Slovak Republic,2020,101.8575
CPI: 07 - Transport,Slovak Republic,2021,110.9614
CPI: 07 - Transport,Slovak Republic,2022,128.3527
CPI: 07 - Transport,Costa Rica,2015,100.0
CPI: 07 - Transport,Costa Rica,2016,97.08408
CPI: 07 - Transport,Costa Rica,2017,100.4395
CPI: 07 - Transport,Costa Rica,2018,106.0607
CPI: 07 - Transport,Costa Rica,2019,108.7016
CPI: 07 - Transport,Costa Rica,2020,108.0436
CPI: 07 - Transport,Costa Rica,2021,118.0672
CPI: 09 - Recreation and culture,Iceland,2015,100.0
CPI: 09 - Recreation and culture,Iceland,2016,101.2504
CPI: 09 - Recreation and culture,Iceland,2017,99.84978
CPI: 09 - Recreation and culture,Iceland,2018,99.36393
CPI: 09 - Recreation and culture,Iceland,2019,101.5729
CPI: 09 - Recreation and culture,Iceland,2020,105.6122
CPI: 09 - Recreation and culture,Iceland,2021,108.751
CPI: 09 - Recreation and culture,Iceland,2022,112.2859
CPI: 06 - Health,Slovak Republic,2015,100.0
CPI: 06 - Health,Slovak Republic,2016,101.1501
CPI: 06 - Health,Slovak Republic,2017,104.0392
CPI: 06 - Health,Slovak Republic,2018,105.7268
CPI: 06 - Health,Slovak Republic,2019,107.3828
CPI: 06 - Health,Slovak Republic,2020,110.1968
CPI: 06 - Health,Slovak Republic,2021,112.3627
CPI: 06 - Health,Slovak Republic,2022,117.5401
CPI: 06 - Health,Slovenia,2015,100.0008
CPI: 06 - Health,Slovenia,2016,100.4717
CPI: 06 - Health,Slovenia,2017,100.8633
CPI: 06 - Health,Slovenia,2018,102.1708
CPI: 06 - Health,Slovenia,2019,103.8383
CPI: 06 - Health,Slovenia,2020,105.3258
CPI: 06 - Health,Slovenia,2021,107.1508
CPI: 06 - Health,Slovenia,2022,111.6258
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Netherlands,2015,100.0008
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Netherlands,2016,100.9725
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Netherlands,2017,101.505
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Netherlands,2018,101.6558
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Netherlands,2019,103.0183
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Netherlands,2020,104.4642
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Netherlands,2021,107.1683
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Netherlands,2022,116.5025
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Greece,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Greece,2016,99.07353
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Greece,2017,96.18859
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Greece,2018,94.68872
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Greece,2019,93.05479
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Greece,2020,91.85426
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Greece,2021,91.48804
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Greece,2022,98.11153
CPI: 09 - Recreation and culture,Lithuania,2015,100.0
CPI: 09 - Recreation and culture,Lithuania,2016,105.4919
CPI: 09 - Recreation and culture,Lithuania,2017,108.6579
CPI: 09 - Recreation and culture,Lithuania,2018,111.5533
CPI: 09 - Recreation and culture,Lithuania,2019,114.3622
CPI: 09 - Recreation and culture,Lithuania,2020,115.7867
CPI: 09 - Recreation and culture,Lithuania,2021,120.8695
CPI: 09 - Recreation and culture,Lithuania,2022,132.5035
CPI: 07 - Transport,Belgium,2015,100.0
CPI: 07 - Transport,Belgium,2016,100.7514
CPI: 07 - Transport,Belgium,2017,104.0108
CPI: 07 - Transport,Belgium,2018,107.227
CPI: 07 - Transport,Belgium,2019,108.9548
CPI: 07 - Transport,Belgium,2020,108.6536
CPI: 07 - Transport,Belgium,2021,114.0952
CPI: 07 - Transport,Belgium,2022,126.5853
CPI: 08 - Communication,Hungary,2015,100.0
CPI: 08 - Communication,Hungary,2016,100.7372
CPI: 08 - Communication,Hungary,2017,97.69983
CPI: 08 - Communication,Hungary,2018,92.22412
CPI: 08 - Communication,Hungary,2019,92.30949
CPI: 08 - Communication,Hungary,2020,92.92255
CPI: 08 - Communication,Hungary,2021,91.35496
CPI: 08 - Communication,Hungary,2022,90.06674
CPI: 06 - Health,Czech Republic,2015,100.0
CPI: 06 - Health,Czech Republic,2016,102.6333
CPI: 06 - Health,Czech Republic,2017,106.4583
CPI: 06 - Health,Czech Republic,2018,110.3917
CPI: 06 - Health,Czech Republic,2019,113.8917
CPI: 06 - Health,Czech Republic,2020,116.525
CPI: 06 - Health,Czech Republic,2021,120.675
CPI: 06 - Health,Czech Republic,2022,130.925
CPI: 07 - Transport,Ireland,2015,100.0
CPI: 07 - Transport,Ireland,2016,96.79214
CPI: 07 - Transport,Ireland,2017,98.88773
CPI: 07 - Transport,Ireland,2018,99.64536
CPI: 07 - Transport,Ireland,2019,99.84686
CPI: 07 - Transport,Ireland,2020,98.13815
CPI: 07 - Transport,Ireland,2021,104.3685
CPI: 07 - Transport,Ireland,2022,118.8361
CPI: 06 - Health,Mexico,2015,100.0
CPI: 06 - Health,Mexico,2016,104.7974
CPI: 06 - Health,Mexico,2017,110.0039
CPI: 06 - Health,Mexico,2018,115.3489
CPI: 06 - Health,Mexico,2019,120.3316
CPI: 06 - Health,Mexico,2020,125.7983
CPI: 06 - Health,Mexico,2021,131.3673
CPI: 06 - Health,Mexico,2022,138.7563
CPI: 09 - Recreation and culture,Sweden,2015,100.0
CPI: 09 - Recreation and culture,Sweden,2016,100.6035
CPI: 09 - Recreation and culture,Sweden,2017,102.1073
CPI: 09 - Recreation and culture,Sweden,2018,102.9658
CPI: 09 - Recreation and culture,Sweden,2019,103.135
CPI: 09 - Recreation and culture,Sweden,2020,101.9678
CPI: 09 - Recreation and culture,Sweden,2021,101.7238
CPI: 09 - Recreation and culture,Sweden,2022,105.4422
CPI: 06 - Health,Israel,2015,100.0
CPI: 06 - Health,Israel,2016,99.86987
CPI: 06 - Health,Israel,2017,100.8849
CPI: 06 - Health,Israel,2018,101.3186
CPI: 06 - Health,Israel,2019,101.2839
CPI: 06 - Health,Israel,2020,100.9196
CPI: 06 - Health,Israel,2021,101.4835
CPI: 06 - Health,Israel,2022,104.1208
"CPI: 05 - Furnishings, household equipment and routine household maintenance",United Kingdom,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",United Kingdom,2016,99.9
"CPI: 05 - Furnishings, household equipment and routine household maintenance",United Kingdom,2017,102.5
"CPI: 05 - Furnishings, household equipment and routine household maintenance",United Kingdom,2018,104.1
"CPI: 05 - Furnishings, household equipment and routine household maintenance",United Kingdom,2019,105.1
"CPI: 05 - Furnishings, household equipment and routine household maintenance",United Kingdom,2020,105.1
"CPI: 05 - Furnishings, household equipment and routine household maintenance",United Kingdom,2021,108.8
"CPI: 05 - Furnishings, household equipment and routine household maintenance",United Kingdom,2022,120.0
CPI: 06 - Health,Switzerland,2015,100.0
CPI: 06 - Health,Switzerland,2016,99.58364
CPI: 06 - Health,Switzerland,2017,99.10439
CPI: 06 - Health,Switzerland,2018,98.10295
CPI: 06 - Health,Switzerland,2019,97.86816
CPI: 06 - Health,Switzerland,2020,97.10312
CPI: 06 - Health,Switzerland,2021,96.74625
CPI: 06 - Health,Switzerland,2022,96.32586
CPI: 07 - Transport,Korea,2015,100.0
CPI: 07 - Transport,Korea,2016,97.78511
CPI: 07 - Transport,Korea,2017,101.2868
CPI: 07 - Transport,Korea,2018,103.7379
CPI: 07 - Transport,Korea,2019,101.8769
CPI: 07 - Transport,Korea,2020,100.0102
CPI: 07 - Transport,Korea,2021,106.3441
CPI: 07 - Transport,Korea,2022,116.6935
CPI: 09 - Recreation and culture,Estonia,2015,100.0
CPI: 09 - Recreation and culture,Estonia,2016,101.1519
CPI: 09 - Recreation and culture,Estonia,2017,101.8233
CPI: 09 - Recreation and culture,Estonia,2018,104.6617
CPI: 09 - Recreation and culture,Estonia,2019,110.5828
CPI: 09 - Recreation and culture,Estonia,2020,114.3124
CPI: 09 - Recreation and culture,Estonia,2021,119.0248
CPI: 09 - Recreation and culture,Estonia,2022,131.4888
CPI: 07 - Transport,Denmark,2015,100.0
CPI: 07 - Transport,Denmark,2016,98.525
CPI: 07 - Transport,Denmark,2017,100.35
CPI: 07 - Transport,Denmark,2018,102.175
CPI: 07 - Transport,Denmark,2019,103.2
CPI: 07 - Transport,Denmark,2020,102.0917
CPI: 07 - Transport,Denmark,2021,106.375
CPI: 07 - Transport,Denmark,2022,117.5583
CPI: 06 - Health,France,2015,100.0008
CPI: 06 - Health,France,2016,98.83
CPI: 06 - Health,France,2017,98.65166
CPI: 06 - Health,France,2018,98.25916
CPI: 06 - Health,France,2019,97.1825
CPI: 06 - Health,France,2020,96.67083
CPI: 06 - Health,France,2021,95.19334
CPI: 06 - Health,France,2022,94.53833
CPI: 08 - Communication,Slovenia,2015,99.99917
CPI: 08 - Communication,Slovenia,2016,103.5117
CPI: 08 - Communication,Slovenia,2017,103.8292
CPI: 08 - Communication,Slovenia,2018,104.145
CPI: 08 - Communication,Slovenia,2019,105.0025
CPI: 08 - Communication,Slovenia,2020,105.1108
CPI: 08 - Communication,Slovenia,2021,104.1275
CPI: 08 - Communication,Slovenia,2022,100.6075
CPI: 08 - Communication,Australia,2015,100.0
CPI: 08 - Communication,Australia,2016,93.25264
CPI: 08 - Communication,Australia,2017,89.75019
CPI: 08 - Communication,Australia,2018,86.11898
CPI: 08 - Communication,Australia,2019,82.48777
CPI: 08 - Communication,Australia,2020,79.80943
CPI: 08 - Communication,Australia,2021,78.85655
CPI: 08 - Communication,Australia,2022,79.34586
CPI: 06 - Health,Russia,2015,100.0
CPI: 06 - Health,Russia,2016,107.6755
CPI: 06 - Health,Russia,2017,111.1819
CPI: 06 - Health,Russia,2018,113.7002
CPI: 06 - Health,Russia,2019,119.6533
CPI: 06 - Health,Russia,2020,127.3863
CPI: 06 - Health,Russia,2021,134.9019
CPI: 08 - Communication,Italy,2015,99.96065
CPI: 08 - Communication,Italy,2016,99.65
CPI: 08 - Communication,Italy,2017,97.40833
CPI: 08 - Communication,Italy,2018,94.5
CPI: 08 - Communication,Italy,2019,87.175
CPI: 08 - Communication,Italy,2020,82.925
CPI: 08 - Communication,Italy,2021,80.8
CPI: 08 - Communication,Italy,2022,78.29166
CPI: 08 - Communication,Slovak Republic,2015,100.0
CPI: 08 - Communication,Slovak Republic,2016,100.1687
CPI: 08 - Communication,Slovak Republic,2017,100.5061
CPI: 08 - Communication,Slovak Republic,2018,100.4941
CPI: 08 - Communication,Slovak Republic,2019,102.362
CPI: 08 - Communication,Slovak Republic,2020,103.3984
CPI: 08 - Communication,Slovak Republic,2021,110.2374
CPI: 08 - Communication,Slovak Republic,2022,115.323
CPI: 09 - Recreation and culture,Ireland,2015,100.0
CPI: 09 - Recreation and culture,Ireland,2016,98.87859
CPI: 09 - Recreation and culture,Ireland,2017,96.93645
CPI: 09 - Recreation and culture,Ireland,2018,95.98569
CPI: 09 - Recreation and culture,Ireland,2019,96.64391
CPI: 09 - Recreation and culture,Ireland,2020,98.03348
CPI: 09 - Recreation and culture,Ireland,2021,99.08175
CPI: 09 - Recreation and culture,Ireland,2022,101.6984
CPI: 08 - Communication,South Africa,2015,100.0
CPI: 08 - Communication,South Africa,2016,99.90971
CPI: 08 - Communication,South Africa,2017,98.76047
CPI: 08 - Communication,South Africa,2018,99.26121
CPI: 08 - Communication,South Africa,2019,99.55672
CPI: 08 - Communication,South Africa,2020,99.35971
CPI: 08 - Communication,South Africa,2021,98.85897
CPI: 08 - Communication,South Africa,2022,98.25152
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Ireland,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Ireland,2016,96.74636
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Ireland,2017,92.66941
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Ireland,2018,89.06745
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Ireland,2019,86.22546
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Ireland,2020,83.60513
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Ireland,2021,83.31223
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Ireland,2022,86.17796
CPI: 06 - Health,Hungary,2015,100.0
CPI: 06 - Health,Hungary,2016,102.1988
CPI: 06 - Health,Hungary,2017,105.6245
CPI: 06 - Health,Hungary,2018,108.9985
CPI: 06 - Health,Hungary,2019,113.1376
CPI: 06 - Health,Hungary,2020,117.5462
CPI: 06 - Health,Hungary,2021,123.0101
CPI: 06 - Health,Hungary,2022,131.7502
CPI: 07 - Transport,Netherlands,2015,99.99834
CPI: 07 - Transport,Netherlands,2016,98.95333
CPI: 07 - Transport,Netherlands,2017,101.8183
CPI: 07 - Transport,Netherlands,2018,104.8375
CPI: 07 - Transport,Netherlands,2019,107.7733
CPI: 07 - Transport,Netherlands,2020,106.98
CPI: 07 - Transport,Netherlands,2021,113.0425
CPI: 07 - Transport,Netherlands,2022,127.0633
CPI: 06 - Health,Norway,2015,100.0083
CPI: 06 - Health,Norway,2016,101.9917
CPI: 06 - Health,Norway,2017,103.9583
CPI: 06 - Health,Norway,2018,105.675
CPI: 06 - Health,Norway,2019,108.4
CPI: 06 - Health,Norway,2020,111.45
CPI: 06 - Health,Norway,2021,114.775
CPI: 06 - Health,Norway,2022,117.6667
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Belgium,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Belgium,2016,100.9143
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Belgium,2017,101.3233
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Belgium,2018,101.9727
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Belgium,2019,102.7485
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Belgium,2020,104.4735
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Belgium,2021,105.1628
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Belgium,2022,109.9305
CPI: 09 - Recreation and culture,Greece,2015,100.0
CPI: 09 - Recreation and culture,Greece,2016,98.51628
CPI: 09 - Recreation and culture,Greece,2017,97.11288
CPI: 09 - Recreation and culture,Greece,2018,96.00642
CPI: 09 - Recreation and culture,Greece,2019,94.38096
CPI: 09 - Recreation and culture,Greece,2020,93.35185
CPI: 09 - Recreation and culture,Greece,2021,92.79874
CPI: 09 - Recreation and culture,Greece,2022,94.20415
CPI: 08 - Communication,Latvia,2015,100.0
CPI: 08 - Communication,Latvia,2016,102.2379
CPI: 08 - Communication,Latvia,2017,106.9549
CPI: 08 - Communication,Latvia,2018,108.4635
CPI: 08 - Communication,Latvia,2019,110.6082
CPI: 08 - Communication,Latvia,2020,112.0971
CPI: 08 - Communication,Latvia,2021,113.5416
CPI: 08 - Communication,Latvia,2022,116.2642
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Sweden,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Sweden,2016,100.7582
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Sweden,2017,100.4169
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Sweden,2018,101.0419
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Sweden,2019,102.3225
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Sweden,2020,103.9212
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Sweden,2021,105.2895
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Sweden,2022,117.0534
CPI: 09 - Recreation and culture,Finland,2015,99.99583
CPI: 09 - Recreation and culture,Finland,2016,99.36417
CPI: 09 - Recreation and culture,Finland,2017,98.62417
CPI: 09 - Recreation and culture,Finland,2018,98.68667
CPI: 09 - Recreation and culture,Finland,2019,98.15667
CPI: 09 - Recreation and culture,Finland,2020,98.055
CPI: 09 - Recreation and culture,Finland,2021,98.9225
CPI: 09 - Recreation and culture,Finland,2022,103.1683
