Subject,Country,Year,CPI
CPI: 12 - Miscellaneous goods and services,Slovak Republic,2022,127.7732
CPI: 10 - Education,Korea,2015,100.0
CPI: 10 - Education,Korea,2016,101.6359
CPI: 10 - Education,Korea,2017,102.8017
CPI: 10 - Education,Korea,2018,104.2091
CPI: 10 - Education,Korea,2019,104.7558
CPI: 10 - Education,Korea,2020,102.5216
CPI: 10 - Education,Korea,2021,103.4127
CPI: 10 - Education,Korea,2022,104.8062
CPI: 11 - Restaurants and hotels,Czech Republic,2015,100.0083
CPI: 11 - Restaurants and hotels,Czech Republic,2016,101.5333
CPI: 11 - Restaurants and hotels,Czech Republic,2017,107.325
CPI: 11 - Restaurants and hotels,Czech Republic,2018,111.15
CPI: 11 - Restaurants and hotels,Czech Republic,2019,115.85
CPI: 11 - Restaurants and hotels,Czech Republic,2020,121.5583
CPI: 11 - Restaurants and hotels,Czech Republic,2021,126.8167
CPI: 11 - Restaurants and hotels,Czech Republic,2022,153.4667
CPI: 12 - Miscellaneous goods and services,Costa Rica,2015,100.0
CPI: 12 - Miscellaneous goods and services,Costa Rica,2016,99.76833
CPI: 12 - Miscellaneous goods and services,Costa Rica,2017,101.2458
CPI: 12 - Miscellaneous goods and services,Costa Rica,2018,101.7639
CPI: 12 - Miscellaneous goods and services,Costa Rica,2019,105.1462
CPI: 12 - Miscellaneous goods and services,Costa Rica,2020,107.3443
CPI: 12 - Miscellaneous goods and services,Costa Rica,2021,107.3538
CPI: 10 - Education,United States,2015,100.0
CPI: 10 - Education,United States,2016,102.8082
CPI: 10 - Education,United States,2017,105.2076
CPI: 10 - Education,United States,2018,107.6201
CPI: 10 - Education,United States,2019,110.742
CPI: 10 - Education,United States,2020,112.9204
CPI: 10 - Education,United States,2021,114.5172
CPI: 10 - Education,United States,2022,118.613
CPI: 10 - Education,Australia,2015,100.0
CPI: 10 - Education,Australia,2016,103.314
CPI: 10 - Education,Australia,2017,106.6487
CPI: 10 - Education,Australia,2018,109.5485
CPI: 10 - Education,Australia,2019,112.6553
CPI: 10 - Education,Australia,2020,113.9809
CPI: 10 - Education,Australia,2021,115.6379
CPI: 10 - Education,Australia,2022,120.9818
CPI: 10 - Education,Slovenia,2015,100.0
CPI: 10 - Education,Slovenia,2016,100.0883
CPI: 10 - Education,Slovenia,2017,101.4217
CPI: 10 - Education,Slovenia,2018,105.0175
CPI: 10 - Education,Slovenia,2019,109.0742
CPI: 10 - Education,Slovenia,2020,111.9717
CPI: 10 - Education,Slovenia,2021,112.91
CPI: 10 - Education,Slovenia,2022,113.6675
CPI: 10 - Education,Costa Rica,2015,100.0
CPI: 10 - Education,Costa Rica,2016,104.5264
CPI: 10 - Education,Costa Rica,2017,108.6818
CPI: 10 - Education,Costa Rica,2018,112.7635
CPI: 10 - Education,Costa Rica,2019,117.3106
CPI: 10 - Education,Costa Rica,2020,119.6375
CPI: 10 - Education,Costa Rica,2021,117.111
CPI: 12 - Miscellaneous goods and services,Germany,2015,100.0
CPI: 12 - Miscellaneous goods and services,Germany,2016,102.2085
CPI: 12 - Miscellaneous goods and services,Germany,2017,102.4419
CPI: 12 - Miscellaneous goods and services,Germany,2018,103.617
CPI: 12 - Miscellaneous goods and services,Germany,2019,105.9255
CPI: 12 - Miscellaneous goods and services,Germany,2020,108.3261
CPI: 12 - Miscellaneous goods and services,Germany,2021,112.4421
CPI: 12 - Miscellaneous goods and services,Germany,2022,114.9063
CPI: 11 - Restaurants and hotels,Sweden,2015,100.0
CPI: 11 - Restaurants and hotels,Sweden,2016,102.3347
CPI: 11 - Restaurants and hotels,Sweden,2017,105.8711
CPI: 11 - Restaurants and hotels,Sweden,2018,109.1096
CPI: 11 - Restaurants and hotels,Sweden,2019,111.9375
CPI: 11 - Restaurants and hotels,Sweden,2020,112.7341
CPI: 11 - Restaurants and hotels,Sweden,2021,115.0062
CPI: 11 - Restaurants and hotels,Sweden,2022,124.3835
CPI: 12 - Miscellaneous goods and services,Denmark,2015,100.0083
CPI: 12 - Miscellaneous goods and services,Denmark,2016,101.8083
CPI: 12 - Miscellaneous goods and services,Denmark,2017,103.125
CPI: 12 - Miscellaneous goods and services,Denmark,2018,104.0167
CPI: 12 - Miscellaneous goods and services,Denmark,2019,104.2667
CPI: 12 - Miscellaneous goods and services,Denmark,2020,106.35
CPI: 12 - Miscellaneous goods and services,Denmark,2021,108.1
CPI: 12 - Miscellaneous goods and services,Denmark,2022,111.5083
CPI: 10 - Education,Slovak Republic,2015,100.0
CPI: 10 - Education,Slovak Republic,2016,101.3669
CPI: 10 - Education,Slovak Republic,2017,102.899
CPI: 10 - Education,Slovak Republic,2018,103.887
CPI: 10 - Education,Slovak Republic,2019,106.2338
CPI: 10 - Education,Slovak Republic,2020,110.6269
CPI: 10 - Education,Slovak Republic,2021,115.1906
CPI: 10 - Education,Slovak Republic,2022,120.6664
CPI: 10 - Education,Latvia,2015,100.0
CPI: 10 - Education,Latvia,2016,101.6739
CPI: 10 - Education,Latvia,2017,103.2495
CPI: 10 - Education,Latvia,2018,103.8196
CPI: 10 - Education,Latvia,2019,105.5942
CPI: 10 - Education,Latvia,2020,106.0964
CPI: 10 - Education,Latvia,2021,106.8141
CPI: 10 - Education,Latvia,2022,108.932
CPI: 11 - Restaurants and hotels,Estonia,2015,100.0
CPI: 11 - Restaurants and hotels,Estonia,2016,103.1336
CPI: 11 - Restaurants and hotels,Estonia,2017,109.2007
CPI: 11 - Restaurants and hotels,Estonia,2018,114.1577
CPI: 11 - Restaurants and hotels,Estonia,2019,118.1228
CPI: 11 - Restaurants and hotels,Estonia,2020,117.0431
CPI: 11 - Restaurants and hotels,Estonia,2021,120.5
CPI: 11 - Restaurants and hotels,Estonia,2022,138.5512
CPI: 12 - Miscellaneous goods and services,Belgium,2015,100.0
CPI: 12 - Miscellaneous goods and services,Belgium,2016,101.2847
CPI: 12 - Miscellaneous goods and services,Belgium,2017,102.8201
CPI: 12 - Miscellaneous goods and services,Belgium,2018,104.3289
CPI: 12 - Miscellaneous goods and services,Belgium,2019,106.6086
CPI: 12 - Miscellaneous goods and services,Belgium,2020,108.4911
CPI: 12 - Miscellaneous goods and services,Belgium,2021,110.5055
CPI: 12 - Miscellaneous goods and services,Belgium,2022,115.7509
CPI: 10 - Education,South Africa,2015,100.0
CPI: 10 - Education,South Africa,2016,105.3899
CPI: 10 - Education,South Africa,2017,112.3778
CPI: 10 - Education,South Africa,2018,119.8187
CPI: 10 - Education,South Africa,2019,127.8559
CPI: 10 - Education,South Africa,2020,136.0124
CPI: 10 - Education,South Africa,2021,142.1417
CPI: 10 - Education,South Africa,2022,148.3425
CPI: 11 - Restaurants and hotels,Austria,2015,100.0
CPI: 11 - Restaurants and hotels,Austria,2016,103.2922
CPI: 11 - Restaurants and hotels,Austria,2017,106.3177
CPI: 11 - Restaurants and hotels,Austria,2018,109.5849
CPI: 11 - Restaurants and hotels,Austria,2019,112.8271
CPI: 11 - Restaurants and hotels,Austria,2020,116.3508
CPI: 11 - Restaurants and hotels,Austria,2021,120.2285
CPI: 11 - Restaurants and hotels,Austria,2022,130.9601
CPI: 12 - Miscellaneous goods and services,Switzerland,2015,100.0
CPI: 12 - Miscellaneous goods and services,Switzerland,2016,98.24689
CPI: 12 - Miscellaneous goods and services,Switzerland,2017,97.81523
CPI: 12 - Miscellaneous goods and services,Switzerland,2018,98.26173
CPI: 12 - Miscellaneous goods and services,Switzerland,2019,98.85123
CPI: 12 - Miscellaneous goods and services,Switzerland,2020,98.60235
CPI: 12 - Miscellaneous goods and services,Switzerland,2021,98.74454
CPI: 12 - Miscellaneous goods and services,Switzerland,2022,99.64017
CPI: 12 - Miscellaneous goods and services,South Africa,2015,100.0
CPI: 12 - Miscellaneous goods and services,South Africa,2016,106.995
CPI: 12 - Miscellaneous goods and services,South Africa,2017,114.7038
CPI: 12 - Miscellaneous goods and services,South Africa,2018,121.3538
CPI: 12 - Miscellaneous goods and services,South Africa,2019,127.7778
CPI: 12 - Miscellaneous goods and services,South Africa,2020,135.8078
CPI: 12 - Miscellaneous goods and services,South Africa,2021,141.5774
CPI: 12 - Miscellaneous goods and services,South Africa,2022,147.0973
CPI: 11 - Restaurants and hotels,Chile,2015,100.0
CPI: 11 - Restaurants and hotels,Chile,2016,106.1256
CPI: 11 - Restaurants and hotels,Chile,2017,110.9782
CPI: 11 - Restaurants and hotels,Chile,2018,115.0105
CPI: 11 - Restaurants and hotels,Chile,2019,118.3298
CPI: 11 - Restaurants and hotels,Chile,2020,120.7753
CPI: 11 - Restaurants and hotels,Chile,2021,126.8396
CPI: 11 - Restaurants and hotels,Chile,2022,147.0578
CPI: 10 - Education,Netherlands,2015,100.0
CPI: 10 - Education,Netherlands,2016,100.755
CPI: 10 - Education,Netherlands,2017,102.1367
CPI: 10 - Education,Netherlands,2018,101.9783
CPI: 10 - Education,Netherlands,2019,99.765
CPI: 10 - Education,Netherlands,2020,100.875
CPI: 10 - Education,Netherlands,2021,87.445
CPI: 10 - Education,Netherlands,2022,72.135
CPI: 11 - Restaurants and hotels,Iceland,2015,100.0
CPI: 11 - Restaurants and hotels,Iceland,2016,105.8997
CPI: 11 - Restaurants and hotels,Iceland,2017,109.2932
CPI: 11 - Restaurants and hotels,Iceland,2018,112.0588
CPI: 11 - Restaurants and hotels,Iceland,2019,114.9963
CPI: 11 - Restaurants and hotels,Iceland,2020,116.9157
CPI: 11 - Restaurants and hotels,Iceland,2021,120.9222
CPI: 11 - Restaurants and hotels,Iceland,2022,129.8876
CPI: 10 - Education,Poland,2015,100.0
CPI: 10 - Education,Poland,2016,100.7355
CPI: 10 - Education,Poland,2017,101.7306
CPI: 10 - Education,Poland,2018,104.1751
CPI: 10 - Education,Poland,2019,107.7372
CPI: 10 - Education,Poland,2020,113.4626
CPI: 10 - Education,Poland,2021,119.1448
CPI: 10 - Education,Poland,2022,129.5645
CPI: 11 - Restaurants and hotels,Norway,2015,100.0
CPI: 11 - Restaurants and hotels,Norway,2016,103.2833
CPI: 11 - Restaurants and hotels,Norway,2017,106.9583
CPI: 11 - Restaurants and hotels,Norway,2018,109.9583
CPI: 11 - Restaurants and hotels,Norway,2019,112.9083
CPI: 11 - Restaurants and hotels,Norway,2020,115.2583
CPI: 11 - Restaurants and hotels,Norway,2021,119.1
CPI: 11 - Restaurants and hotels,Norway,2022,127.9333
CPI: 12 - Miscellaneous goods and services,Russia,2015,100.0
CPI: 12 - Miscellaneous goods and services,Russia,2016,108.0191
CPI: 12 - Miscellaneous goods and services,Russia,2017,111.7853
CPI: 12 - Miscellaneous goods and services,Russia,2018,113.5161
CPI: 12 - Miscellaneous goods and services,Russia,2019,117.2203
CPI: 12 - Miscellaneous goods and services,Russia,2020,120.5155
CPI: 12 - Miscellaneous goods and services,Russia,2021,126.2794
CPI: 12 - Miscellaneous goods and services,Latvia,2015,100.0
CPI: 12 - Miscellaneous goods and services,Latvia,2016,100.8241
CPI: 12 - Miscellaneous goods and services,Latvia,2017,105.9419
CPI: 12 - Miscellaneous goods and services,Latvia,2018,110.7894
CPI: 12 - Miscellaneous goods and services,Latvia,2019,112.1271
CPI: 12 - Miscellaneous goods and services,Latvia,2020,111.9936
CPI: 12 - Miscellaneous goods and services,Latvia,2021,113.1112
CPI: 12 - Miscellaneous goods and services,Latvia,2022,126.5077
CPI: 12 - Miscellaneous goods and services,United States,2015,100.0
CPI: 12 - Miscellaneous goods and services,United States,2016,103.8857
CPI: 12 - Miscellaneous goods and services,United States,2017,107.5749
CPI: 12 - Miscellaneous goods and services,United States,2018,111.4813
CPI: 12 - Miscellaneous goods and services,United States,2019,114.8761
CPI: 12 - Miscellaneous goods and services,United States,2020,117.3142
CPI: 12 - Miscellaneous goods and services,United States,2021,118.729
CPI: 12 - Miscellaneous goods and services,United States,2022,126.9341
CPI: 12 - Miscellaneous goods and services,Luxembourg,2015,99.99917
CPI: 12 - Miscellaneous goods and services,Luxembourg,2016,100.9925
CPI: 12 - Miscellaneous goods and services,Luxembourg,2017,102.9908
CPI: 12 - Miscellaneous goods and services,Luxembourg,2018,102.6317
CPI: 12 - Miscellaneous goods and services,Luxembourg,2019,104.9
CPI: 12 - Miscellaneous goods and services,Luxembourg,2020,107.2425
CPI: 12 - Miscellaneous goods and services,Luxembourg,2021,109.6767
CPI: 12 - Miscellaneous goods and services,Luxembourg,2022,114.6008
CPI: 12 - Miscellaneous goods and services,Israel,2015,100.0
CPI: 12 - Miscellaneous goods and services,Israel,2016,100.2572
CPI: 12 - Miscellaneous goods and services,Israel,2017,101.3633
CPI: 12 - Miscellaneous goods and services,Israel,2018,101.0375
CPI: 12 - Miscellaneous goods and services,Israel,2019,100.8488
CPI: 12 - Miscellaneous goods and services,Israel,2020,100.2058
CPI: 12 - Miscellaneous goods and services,Israel,2021,100.9774
CPI: 12 - Miscellaneous goods and services,Israel,2022,102.8895
CPI: 12 - Miscellaneous goods and services,France,2015,100.0
CPI: 12 - Miscellaneous goods and services,France,2016,101.0458
CPI: 12 - Miscellaneous goods and services,France,2017,102.15
CPI: 12 - Miscellaneous goods and services,France,2018,103.3058
CPI: 12 - Miscellaneous goods and services,France,2019,104.4958
CPI: 12 - Miscellaneous goods and services,France,2020,105.6758
CPI: 12 - Miscellaneous goods and services,France,2021,106.7925
CPI: 12 - Miscellaneous goods and services,France,2022,110.6658
CPI: 10 - Education,Germany,2015,100.0
CPI: 10 - Education,Germany,2016,101.8668
CPI: 10 - Education,Germany,2017,102.6836
CPI: 10 - Education,Germany,2018,103.6253
CPI: 10 - Education,Germany,2019,103.2669
CPI: 10 - Education,Germany,2020,102.504
CPI: 10 - Education,Germany,2021,105.0927
CPI: 10 - Education,Germany,2022,107.519
CPI: 10 - Education,Belgium,2015,100.0
CPI: 10 - Education,Belgium,2016,120.1528
CPI: 10 - Education,Belgium,2017,120.6508
CPI: 10 - Education,Belgium,2018,122.5633
CPI: 10 - Education,Belgium,2019,124.2939
CPI: 10 - Education,Belgium,2020,125.9206
CPI: 10 - Education,Belgium,2021,126.7749
CPI: 10 - Education,Belgium,2022,128.2303
CPI: 12 - Miscellaneous goods and services,Hungary,2015,100.0
CPI: 12 - Miscellaneous goods and services,Hungary,2016,100.9599
CPI: 12 - Miscellaneous goods and services,Hungary,2017,102.315
CPI: 12 - Miscellaneous goods and services,Hungary,2018,104.6809
CPI: 12 - Miscellaneous goods and services,Hungary,2019,107.1814
CPI: 12 - Miscellaneous goods and services,Hungary,2020,110.5528
CPI: 12 - Miscellaneous goods and services,Hungary,2021,115.056
CPI: 12 - Miscellaneous goods and services,Hungary,2022,124.3586
CPI: 11 - Restaurants and hotels,Lithuania,2015,99.99999
CPI: 11 - Restaurants and hotels,Lithuania,2016,105.6764
CPI: 11 - Restaurants and hotels,Lithuania,2017,113.7289
CPI: 11 - Restaurants and hotels,Lithuania,2018,120.9894
CPI: 11 - Restaurants and hotels,Lithuania,2019,128.4173
CPI: 11 - Restaurants and hotels,Lithuania,2020,134.9888
CPI: 11 - Restaurants and hotels,Lithuania,2021,141.5789
CPI: 11 - Restaurants and hotels,Lithuania,2022,163.5738
CPI: 11 - Restaurants and hotels,Greece,2015,100.0
CPI: 11 - Restaurants and hotels,Greece,2016,102.1501
CPI: 11 - Restaurants and hotels,Greece,2017,103.8303
CPI: 11 - Restaurants and hotels,Greece,2018,105.1163
CPI: 11 - Restaurants and hotels,Greece,2019,105.6204
CPI: 11 - Restaurants and hotels,Greece,2020,105.4441
CPI: 11 - Restaurants and hotels,Greece,2021,105.3488
CPI: 11 - Restaurants and hotels,Greece,2022,111.3191
CPI: 10 - Education,Switzerland,2015,100.0
CPI: 10 - Education,Switzerland,2016,100.8081
CPI: 10 - Education,Switzerland,2017,101.7067
CPI: 10 - Education,Switzerland,2018,102.801
CPI: 10 - Education,Switzerland,2019,103.5692
CPI: 10 - Education,Switzerland,2020,104.4443
CPI: 10 - Education,Switzerland,2021,105.1944
CPI: 10 - Education,Switzerland,2022,105.7272
CPI: 11 - Restaurants and hotels,Colombia,2015,100.0
CPI: 11 - Restaurants and hotels,Colombia,2016,108.107
CPI: 11 - Restaurants and hotels,Colombia,2017,115.9299
CPI: 11 - Restaurants and hotels,Colombia,2018,119.9228
CPI: 11 - Restaurants and hotels,Colombia,2019,124.5634
CPI: 11 - Restaurants and hotels,Colombia,2020,128.9635
CPI: 11 - Restaurants and hotels,Colombia,2021,136.4055
CPI: 11 - Restaurants and hotels,Colombia,2022,156.9407
CPI: 10 - Education,Italy,2015,100.0377
CPI: 10 - Education,Italy,2016,100.7
CPI: 10 - Education,Italy,2017,95.99167
CPI: 10 - Education,Italy,2018,83.89167
CPI: 10 - Education,Italy,2019,84.19167
CPI: 10 - Education,Italy,2020,84.16666
CPI: 10 - Education,Italy,2021,81.71667
CPI: 10 - Education,Italy,2022,81.65833
CPI: 10 - Education,Russia,2015,100.0
CPI: 10 - Education,Russia,2016,108.9358
CPI: 10 - Education,Russia,2017,117.2109
CPI: 10 - Education,Russia,2018,128.1198
CPI: 10 - Education,Russia,2019,138.8681
CPI: 10 - Education,Russia,2020,145.3638
CPI: 10 - Education,Russia,2021,149.9033
CPI: 12 - Miscellaneous goods and services,Poland,2015,100.0
CPI: 12 - Miscellaneous goods and services,Poland,2016,101.549
CPI: 12 - Miscellaneous goods and services,Poland,2017,103.6808
CPI: 12 - Miscellaneous goods and services,Poland,2018,103.1718
CPI: 12 - Miscellaneous goods and services,Poland,2019,104.5954
CPI: 12 - Miscellaneous goods and services,Poland,2020,107.8705
CPI: 12 - Miscellaneous goods and services,Poland,2021,110.2309
CPI: 12 - Miscellaneous goods and services,Poland,2022,120.2183
CPI: 11 - Restaurants and hotels,New Zealand,2015,100.0
CPI: 11 - Restaurants and hotels,New Zealand,2016,102.008
CPI: 11 - Restaurants and hotels,New Zealand,2017,104.2544
CPI: 11 - Restaurants and hotels,New Zealand,2018,108.2398
CPI: 11 - Restaurants and hotels,New Zealand,2019,112.173
CPI: 11 - Restaurants and hotels,New Zealand,2020,116.0544
CPI: 11 - Restaurants and hotels,New Zealand,2021,121.3331
CPI: 11 - Restaurants and hotels,New Zealand,2022,129.4064
CPI: 11 - Restaurants and hotels,United Kingdom,2015,100.0
CPI: 11 - Restaurants and hotels,United Kingdom,2016,102.4
CPI: 11 - Restaurants and hotels,United Kingdom,2017,105.6
CPI: 11 - Restaurants and hotels,United Kingdom,2018,108.4
CPI: 11 - Restaurants and hotels,United Kingdom,2019,111.3
CPI: 11 - Restaurants and hotels,United Kingdom,2020,112.3
CPI: 11 - Restaurants and hotels,United Kingdom,2021,116.2
CPI: 11 - Restaurants and hotels,United Kingdom,2022,125.9
CPI: 10 - Education,France,2015,99.99917
CPI: 10 - Education,France,2016,101.3
CPI: 10 - Education,France,2017,102.5008
CPI: 10 - Education,France,2018,103.5167
CPI: 10 - Education,France,2019,105.33
CPI: 10 - Education,France,2020,107.4167
CPI: 10 - Education,France,2021,109.7608
CPI: 10 - Education,France,2022,112.2783
CPI: 12 - Miscellaneous goods and services,Spain,2015,100.0
CPI: 12 - Miscellaneous goods and services,Spain,2016,101.5935
CPI: 12 - Miscellaneous goods and services,Spain,2017,102.494
CPI: 12 - Miscellaneous goods and services,Spain,2018,103.419
CPI: 12 - Miscellaneous goods and services,Spain,2019,104.8615
CPI: 12 - Miscellaneous goods and services,Spain,2020,106.3511
CPI: 12 - Miscellaneous goods and services,Spain,2021,107.411
CPI: 12 - Miscellaneous goods and services,Spain,2022,111.1875
CPI: 11 - Restaurants and hotels,Finland,2015,99.995
CPI: 11 - Restaurants and hotels,Finland,2016,101.7
CPI: 11 - Restaurants and hotels,Finland,2017,103.6608
CPI: 11 - Restaurants and hotels,Finland,2018,106.1108
CPI: 11 - Restaurants and hotels,Finland,2019,108.4025
CPI: 11 - Restaurants and hotels,Finland,2020,108.8517
CPI: 11 - Restaurants and hotels,Finland,2021,111.145
CPI: 11 - Restaurants and hotels,Finland,2022,117.9333
CPI: 12 - Miscellaneous goods and services,Portugal,2015,100.0
CPI: 12 - Miscellaneous goods and services,Portugal,2016,100.5981
CPI: 12 - Miscellaneous goods and services,Portugal,2017,101.4295
CPI: 12 - Miscellaneous goods and services,Portugal,2018,102.2694
CPI: 12 - Miscellaneous goods and services,Portugal,2019,103.8604
CPI: 12 - Miscellaneous goods and services,Portugal,2020,105.1585
CPI: 12 - Miscellaneous goods and services,Portugal,2021,106.4848
CPI: 12 - Miscellaneous goods and services,Portugal,2022,108.964
CPI: 12 - Miscellaneous goods and services,New Zealand,2015,100.0
CPI: 12 - Miscellaneous goods and services,New Zealand,2016,101.4656
CPI: 12 - Miscellaneous goods and services,New Zealand,2017,103.6036
CPI: 12 - Miscellaneous goods and services,New Zealand,2018,106.42
CPI: 12 - Miscellaneous goods and services,New Zealand,2019,109.1203
CPI: 12 - Miscellaneous goods and services,New Zealand,2020,111.6664
CPI: 12 - Miscellaneous goods and services,New Zealand,2021,115.1383
CPI: 12 - Miscellaneous goods and services,New Zealand,2022,120.8219
CPI: 10 - Education,Norway,2015,100.0
CPI: 10 - Education,Norway,2016,103.4
CPI: 10 - Education,Norway,2017,108.5333
CPI: 10 - Education,Norway,2018,115.2
CPI: 10 - Education,Norway,2019,120.2
CPI: 10 - Education,Norway,2020,123.8667
CPI: 10 - Education,Norway,2021,126.3
CPI: 10 - Education,Norway,2022,128.9333
CPI: 12 - Miscellaneous goods and services,Lithuania,2015,99.99999
CPI: 12 - Miscellaneous goods and services,Lithuania,2016,102.167
CPI: 12 - Miscellaneous goods and services,Lithuania,2017,107.3696
CPI: 12 - Miscellaneous goods and services,Lithuania,2018,110.3074
CPI: 12 - Miscellaneous goods and services,Lithuania,2019,113.1761
CPI: 12 - Miscellaneous goods and services,Lithuania,2020,115.6678
CPI: 12 - Miscellaneous goods and services,Lithuania,2021,120.1699
CPI: 12 - Miscellaneous goods and services,Lithuania,2022,135.8468
CPI: 11 - Restaurants and hotels,Latvia,2015,100.0
CPI: 11 - Restaurants and hotels,Latvia,2016,101.8789
CPI: 11 - Restaurants and hotels,Latvia,2017,104.3106
CPI: 11 - Restaurants and hotels,Latvia,2018,107.5822
CPI: 11 - Restaurants and hotels,Latvia,2019,111.8664
CPI: 11 - Restaurants and hotels,Latvia,2020,114.8503
CPI: 11 - Restaurants and hotels,Latvia,2021,117.2937
CPI: 11 - Restaurants and hotels,Latvia,2022,133.0477
CPI: 10 - Education,Austria,2015,100.0
CPI: 10 - Education,Austria,2016,101.192
CPI: 10 - Education,Austria,2017,103.0924
CPI: 10 - Education,Austria,2018,105.5514
CPI: 10 - Education,Austria,2019,108.2937
CPI: 10 - Education,Austria,2020,110.4812
CPI: 10 - Education,Austria,2021,112.5897
CPI: 10 - Education,Austria,2022,115.6374
CPI: 11 - Restaurants and hotels,South Africa,2015,100.0
CPI: 11 - Restaurants and hotels,South Africa,2016,106.1383
CPI: 11 - Restaurants and hotels,South Africa,2017,111.0784
CPI: 11 - Restaurants and hotels,South Africa,2018,115.7452
CPI: 11 - Restaurants and hotels,South Africa,2019,119.6868
CPI: 11 - Restaurants and hotels,South Africa,2020,120.6748
CPI: 11 - Restaurants and hotels,South Africa,2021,123.5758
CPI: 11 - Restaurants and hotels,South Africa,2022,131.7637
CPI: 12 - Miscellaneous goods and services,Greece,2015,100.0
CPI: 12 - Miscellaneous goods and services,Greece,2016,98.33403
CPI: 12 - Miscellaneous goods and services,Greece,2017,96.29524
CPI: 12 - Miscellaneous goods and services,Greece,2018,95.15854
CPI: 12 - Miscellaneous goods and services,Greece,2019,94.46342
CPI: 12 - Miscellaneous goods and services,Greece,2020,93.18877
CPI: 12 - Miscellaneous goods and services,Greece,2021,91.82302
CPI: 12 - Miscellaneous goods and services,Greece,2022,93.91622
CPI: 11 - Restaurants and hotels,Switzerland,2015,100.0
CPI: 11 - Restaurants and hotels,Switzerland,2016,99.83534
CPI: 11 - Restaurants and hotels,Switzerland,2017,100.1966
CPI: 11 - Restaurants and hotels,Switzerland,2018,100.7174
CPI: 11 - Restaurants and hotels,Switzerland,2019,101.3409
CPI: 11 - Restaurants and hotels,Switzerland,2020,101.7601
CPI: 11 - Restaurants and hotels,Switzerland,2021,102.6968
CPI: 11 - Restaurants and hotels,Switzerland,2022,104.9618
CPI: 11 - Restaurants and hotels,Israel,2015,100.0
CPI: 11 - Restaurants and hotels,Israel,2016,102.0132
CPI: 11 - Restaurants and hotels,Israel,2017,104.2994
CPI: 11 - Restaurants and hotels,Israel,2018,106.3935
CPI: 11 - Restaurants and hotels,Israel,2019,108.5483
CPI: 11 - Restaurants and hotels,Israel,2020,107.8503
CPI: 11 - Restaurants and hotels,Israel,2021,114.345
CPI: 11 - Restaurants and hotels,Israel,2022,121.3859
CPI: 10 - Education,Iceland,2015,100.0
CPI: 10 - Education,Iceland,2016,105.3569
CPI: 10 - Education,Iceland,2017,108.3521
CPI: 10 - Education,Iceland,2018,108.7676
CPI: 10 - Education,Iceland,2019,108.5424
CPI: 10 - Education,Iceland,2020,110.6585
CPI: 10 - Education,Iceland,2021,112.6978
CPI: 10 - Education,Iceland,2022,115.4341
CPI: 11 - Restaurants and hotels,Italy,2015,99.96124
CPI: 11 - Restaurants and hotels,Italy,2016,100.6583
CPI: 11 - Restaurants and hotels,Italy,2017,102.3
CPI: 11 - Restaurants and hotels,Italy,2018,103.5167
CPI: 11 - Restaurants and hotels,Italy,2019,104.775
CPI: 11 - Restaurants and hotels,Italy,2020,105.3333
CPI: 11 - Restaurants and hotels,Italy,2021,107.2417
CPI: 11 - Restaurants and hotels,Italy,2022,113.8917
CPI: 11 - Restaurants and hotels,Russia,2015,100.0
CPI: 11 - Restaurants and hotels,Russia,2016,106.3064
CPI: 11 - Restaurants and hotels,Russia,2017,109.7732
CPI: 11 - Restaurants and hotels,Russia,2018,112.4054
CPI: 11 - Restaurants and hotels,Russia,2019,116.105
CPI: 11 - Restaurants and hotels,Russia,2020,118.6603
CPI: 11 - Restaurants and hotels,Russia,2021,125.7558
CPI: 11 - Restaurants and hotels,Poland,2015,100.0
CPI: 11 - Restaurants and hotels,Poland,2016,101.336
CPI: 11 - Restaurants and hotels,Poland,2017,103.6183
CPI: 11 - Restaurants and hotels,Poland,2018,106.8592
CPI: 11 - Restaurants and hotels,Poland,2019,111.7516
CPI: 11 - Restaurants and hotels,Poland,2020,118.3882
CPI: 11 - Restaurants and hotels,Poland,2021,125.7484
CPI: 11 - Restaurants and hotels,Poland,2022,145.4787
CPI: 10 - Education,Estonia,2015,100.0
CPI: 10 - Education,Estonia,2016,91.9259
CPI: 10 - Education,Estonia,2017,93.65965
CPI: 10 - Education,Estonia,2018,91.77789
CPI: 10 - Education,Estonia,2019,96.95272
CPI: 10 - Education,Estonia,2020,95.18196
CPI: 10 - Education,Estonia,2021,99.75421
CPI: 10 - Education,Estonia,2022,106.477
CPI: 11 - Restaurants and hotels,Belgium,2015,100.0
CPI: 11 - Restaurants and hotels,Belgium,2016,103.1528
CPI: 11 - Restaurants and hotels,Belgium,2017,106.5369
CPI: 11 - Restaurants and hotels,Belgium,2018,108.8858
CPI: 11 - Restaurants and hotels,Belgium,2019,112.0679
CPI: 11 - Restaurants and hotels,Belgium,2020,113.5278
CPI: 11 - Restaurants and hotels,Belgium,2021,115.8759
CPI: 11 - Restaurants and hotels,Belgium,2022,123.1602
CPI: 11 - Restaurants and hotels,Germany,2015,100.0
CPI: 11 - Restaurants and hotels,Germany,2016,102.2248
CPI: 11 - Restaurants and hotels,Germany,2017,104.3496
CPI: 11 - Restaurants and hotels,Germany,2018,106.6411
CPI: 11 - Restaurants and hotels,Germany,2019,109.3992
CPI: 11 - Restaurants and hotels,Germany,2020,111.6162
CPI: 11 - Restaurants and hotels,Germany,2021,114.6109
